Review_Clean,Sentiment,Topic,Topic_Label
haftalığına gerçekten hizmetiaktiviteleri animasyon ekip ayrı teşekkür eder gül yüzlü iyi yardımcı yabancılık çek günü ayrı güzel edin teşekkür ederimbasarili,1,6,Negative Experience
herşey güzel gayet geniş temiz herzaman gül yüzlü yardımcı çeşit yeterli lezzetli animasyon ekip ayrı teşekkür birdahaki görüşmek,1,15,Staff & Food
mutfak sefi umut ceylan yardımcı Serkan acar fb birim alişen yardimlariilgi alakalari misafirperverlik teşekkür uzman diyetisyen emir göktepe Konyaspor futbol kulubü,1,-1,Uncategorized
eşim birlikte birazcık yanlış sezon balayı icin suenoyu tercih iyi bura dedirt güzel konsept şahane mesela bulunan giyin bölüm hoş git banyo aynı şekil güzel kullanışlı dizayn edil banyo bırakılan ürün kaliteli balayı sevdik teşekkür eder,1,-1,Uncategorized
öncelik suenoyu tercih eder konforlu yaşayacak söyleyebil oldukça geniş temizlik güzel yapılı ana restoran oldukça çeşitli lezzetli yepyeni gerçekten lüks özet rahatlık tercih edilebil emin yaz sezon keyifli yanında ufak nokta memnun kalmadık belirt güzel güzel hali gelebil kullanılan içki piyasa ucuz içki kaliteli içki marka çalış kış sezon olduk bil lobby katı barda eleman sayı yetersiz kal kere sipariş vermiş çoğunluk gidip bardan al sipariş maalesef sorun çorba saat boyun bekle bun karşılık çorba istememe gayet kibar davranış yüzde ayrı teşekkür eder ayrı mini klüp teşekkür eder bade mini klübe bayıl saye eğlen tercih eder kesinlik teşekkür,1,13,Golf & Luxury
hızmet temizlik karşıla lezzet açı gerçekten iyi çocuk gerçekten güzel vakit geçir tatmin edici özellik pool bar elvan öncü teşekkür edıyoruz ilgi alaka gül yüzler teşekkür sev elvannn öncüüü tavsiye,1,10,Hygiene & Satisfaction
açıldık yıl geldik trendy lara yıl alan geliş göster öncelik başta mini klüpte Tuba elif ekip kutlu iyi barda Muhammed ilke başta ekip inanılmaz iyi hizmet Aslıhan temiz kısacası yıl ilgi alaka gül hizmet kalite bayıl ailecek aşçı kutlu ayrı ayrı lezzetli içeçek kalite iyi kısacası herşey iyi trendy kesinlik tavsiye,1,13,Golf & Luxury
temmuz tarih eylen temiz geniş yatak inanılmaz rahat büyük çesıtli lezzetli tatlı güzel özellik baklava anımasyon ekip iyi guler yüzlü tabi iç melisa sev zumba oryantal eylen teşekkür ayrı fatihde eylenceli oyun dartta eylendık aksam sovları profesyonel güzel insan oynayabilecegi oyun olabılır turk mesela halk oyun gosterısı yapılacagına çig köfte partılerı yapılıp turk oyun hava calinip insan oynayabılırler eylenceli insan sıkılıp kalk mini clup te tugba ıyı cocuklarımız eylendıler hergün farklı etkınlıkler yap gönül rahatlıgıyla bırak cocuklarımızı tesekkür eder bır Türk sayı sıkıl vaktınız kesinlik tavsıye edıyorum sevmedigimiz pist bır köpük parti olma hosumuza gıtmedi ertesi temiz degildi sene iple cekıyorum guzel eylenceli dopdolu bır gecırdık tesekkürler trendy lara seneye görüşürüüüüzzzz,1,2,Room Issues
tek kelime muhteşem birşeydi özellik mini klublar çoculara muhteşem ilgi gösterildioradaki tıpkı anne çocuk muhteşem etkinlik yapıl ilet iyi etkinlik yapıl ilet sosyalleş yardımcı özellik Tuğba buse ulkız vika elif yardım çocuk güven tutup sıcacık yuva ödün ver trend lara,1,-1,Uncategorized
merhaba balayı giriş yap harika si premium hersey den menü kal muhteşem tavsiye edil kesinlik gelinme gereken işlet z işlet müdür yönetici teşekkür görüşmek dilek sağlıcakla kal,1,-1,Uncategorized
eylül temizlik hizmet harika aqua yeterli çocuklu lülepark çocuk tasarlan aqua güzel lezzetli hizmet saygılı kaliteli ferah konforlu animasyon Show yetersiz disko açık hava olma güzel,1,5,General Experience
git hafta kal animatör temizlik konum sunduk imkân herşey mükemmel herşey özen yapıl bun hissettir can sıkıl kenar olma doğal su seçenek sun çocuklu uygun iyi hizmet uygun sun farklı adres arama bura gelir alışkanlık yap bırakmak iste,1,-1,Uncategorized
ets tur aracılık yaparak tarih arası geçir dışarı görünüm oldukça hoş insan ödedik karşılık alacak hissettir oldukça güleryüzlü türlü sorun yardımcı türlü bina çevre sürekli temizlen temiz yer iç konu merak bırak mide göz doyur oldukça çeşitli güzel içecek günü saatinde ortam plajhavuzrestoran yanıbaşınızda sınırsız ücretsiztabi alkollü içecek ücretliiçmediğim umrumda çocuk yetişkin aquaparklar mevcut mayıs ayın gittik su sıcaklık çocuk yeterli bun düşün çocuk aquaparkına sıcak su takviye yapılı bun yönetim ayrı teşekkür eder aktivite mevcut İngiliz iyi olmasada İngiliz bildik sorun aktivite oldukça zevkli,1,5,General Experience
kapıda giriş dahil çıkış muhteşem animasyon temizlik bar hizmet kesinlik tavsiye eder covid dönem denk gelme heryer tertemiz kural hareket,1,17,Very Positive
hizmet iyi güzel bar masa içecek kalite yüksek bilin marka bar tebrik hız özellik lobby bar açık büfe covid yüzünden eleman verili sıkıntı cam söyledik anla ana restoran çeşit lezzet orta tatlı iyi snack restoran masa hız çeşit güzel menü kebap çeşit olmama eksiklik karın doyur eğlence canlı müzik eğlence yönelik oynamak zor covid nedeniyle disko kapalı sakinlik plaj güzel kapatıp koy çevir iskeleside güzel hijyen politika iyi,1,0,Entertainment & Animation
güzel iyi gül yüzlü bar masa içki kalite güzel temiz hijyen iyi sahil harika dalga kıran büyük sade kalite yetersiz lezzetsiz kısıtlı eğlence eksik dinlen eksiklik gideril puan alıcak kalite memnun kal teşekkür eder,1,0,Entertainment & Animation
güzel içki kalite barmen iyi hızlı iyi bar masa kesinlik kibar anlam kısıtlı kötü lezzetsiz yakış eğlence Rus yönelik müzik dinlen gelebil güzel güzel büyük sahil bura iyi hijyen dikkat memnun kal sade eğlence şeklî değiş harika teşekkür rubi,1,2,Room Issues
animasyon iyi konu tatmin olamadikbalayi clftleri icin tavslye edebiliriziyi tatilleranimasyondan Emrah hos sohbet icin tesekkurleren guzel otelplaji guzeldi iceceklerde guzeldi tavslye edlyoruz,1,52,Uncategorized
gül yüzlü mutfak fena çeşitlilik lezzet iyi sayılabil ferah mobilya oldukça eski klima çıkardık ses uyu klima kapatınca pike üşü battaniye yoktu gidip battaniye istedik pike gönder battaniye yokmuş lokasyonu tercih edilebil,0,-1,Uncategorized
güzel lüks beğen tavsiye eder iyi beğen yaz gelme düşün indirim yapıl grup gelme düşün,1,23,Facilities Summary
şua konakla yaptıgimiz suene deluxe enbe orkestra sahne sade yabancı müsterileri eglendiriyor Türk Müşteri tercih lütfen paranizla rezıl memnun kalmadik üzül,0,2,Room Issues
Türk misafir yılbaşı kesinlik gelmeyinenbe orkestra yabancı eğlendirmek gelmiştürkçe tane şarkı söylemedilerbiz yandık yanmayınayrıca rahatsız edici davranış bulunan Arap sayısıda fazla,0,2,Room Issues
yeni olma düzenli yer temiz özellik bayıl ilgi alaka hoş git yardımcı olabilmek el geleni yap iç açı saat aradık bulabil animasyon aksam şov kesim hitap şekil gayet güzel favori gündüz aktivite burda eğlendirici sahil git duy normal aktivite katılmayan animatör oyun teşvik etme katılımcı hale getir özellik içten samimi gül yaklaşan yabancılık çektirmeyen keyif sohbet ettik animasyon melisa teşekkür eder teşekkür trendy lara,1,-1,Uncategorized
konakla trendy memnun olduk yaz bura tercih memnun kaldımotel mimari olarakhizmet iç numaradikkatimi çeken husus mimari doğa saygılı yapıl binanin kapalı bölüm yıllık ağaç kesil bina ağaç yaşam hak veril takdir şayan durumkesinlikle verdik hak son vere teşekkür,1,34,City Feedback
sene lara bölge giden çift bölge üst seviye olduk anlat yokburada önemli fiyatfayda denge trendy lara üz otelbir artı caba yalnız beklenti belirli seviye tutma fayda yiyecek içecek kesinlik mükemmel kırmızı kalite lezzet iyi aynı çık mesela köfte evet tire İnegöl gayet başarılı temiz su oldukça iyi gitmek zor yolculuk keyifli güzdüz aktivite başarılı şov kalabalık çocuk sayı fazla restaurantta adult kısım olma süper ayrı teşekkür ediyoruztuğbaturgaynecdettutku geleli eksi taraf tavsiye restaurantta adult olabiliryeri kullanmadık beach ayırdık kısım ana saat dış snack atıştırmalık saat sınırlı olma eksi taraf şezlong üstün komple gölgelik yapılma fayda sağ çerez kalite tık yükseltilme olumlu yansı hizmet kalite tartışıl puan verdik mükemmel iyi,1,-1,Uncategorized
trendy lara muhteşem denli kaliteli işlet teşekkür memnuniyet yazmak kel bula gitmek sabırsızlan öncelik temizlik müthiş yer yer tertemiz temizlik mükemmel çarşaf havlu etraf temizlik yön gayet iyi inanılmaz lezzetli tür çık leziz çeşit çeşit herşey kaliteli lezzetli snack bar mükemmel sürekli heryerde yiyecek birşeyler kilo al çocuk nokta dondur bulmak mümkün güzel çocuk eğlenceli mini clup yetersiz katamaramlar gidil güzel beklemeden güzel kısa yolculuk hayran kal çözüm odaklı kibar içecek kalite güzel trendy lara anlat yaz Antalya farklı konakliyoruz herseyinden dörtlük memnu olduk tek trendy lara temmuz temmuz arası çocuk yetişkin kal manzara güzel genişlik gayet iyi çocuk mutlu b kal güzel düşünül dizayn mini bar günlük dola başarılı teşekkür trendy lara ekip son bahçe temiz yeşillikli ağaçlı huzur vere yeşillik sahip çocuk park güzel çık mini clup aynı soylemeyecigim tabi güzellik yan,1,-1,Uncategorized
sene yılbaşı ailecek sueno delux hoteli tercih konaklamaktayızkarşılamaodalaryemek kalitesiotelin temizliğikids clubve kalite iyi güzel geçiriyoruzbu gala program katılıp yarın ayrıl seneye gelmek şimdiden program yap özellik misafir ilişki müdür cenk ölmez ilgi teşekkür,1,7,Beach & Water
hotele bast tesekur ederız bıze tavsıye ettıler gercekten begendık calısanlar mukemmel yardımcı gelmek ıstıyoruz anımasyon aksam Show super begendık gercekten anıamsyondan kemal sebastıan bızımle ılgılendıgı ıcın tesekur ederız trendy aıl sıne tesekur ederız,1,21,Mediocre Feedback
numaralı başla suitti mutlu görünce güzel yerleş saat banyo bi girdi lağım koku ara ayarla ayarladık l katı berbat lağım koku mutfakyemek koku verdi buz balkon kapı bozuk çıktı dondukyemekler mide mahvet soda marka belli bimden alın marka duy Beypazarı vs bulan aşk hayat iş sebebiyle kal kesinlik hüsran yorul içeri sürekli bi cereyan eğitim salon soğuk hızlı özellik elif teşekkür eder kaybettik eşya bul konu hassas davran mide berbat açım koku insan bi Müşteri memnuniyet adına lağım koktuk doğru düzgün ver kötü denk,0,-1,Uncategorized
hoteli gercekten begendık hotelın herseyı super lezzetli anımasyon aksam Show ıyı personal yaklasımı begendık gercekten servıs anımasyon guleryuzlu anımasyondan kemal kardesım bızımle ılgılendı tesekur ederım hersey ıcın sebastıan anımasyon muduru kıbar yardımsever,1,21,Mediocre Feedback
büyük güzel özellik yeşil alan fazla olma insan aç günlük temizlenmek çeşitlilik fazla saat yiyecek bulabil aşçı gerçekten yetenekli sunum insan iştah aç restaurantdaki bölüm Tuğba turgay özellik teşekkür eder animasyon aktivite çocuk yetişkin ayrıl düşünceli içeri yeterli aktivite olduk düşün parti şov beğen animasyon ekip gül yüzlü melisa bitmek bilmeyen enerji bayıl seferî konuşmak zaman ayırabil yüzde turkish shakira melisa ayriyeten teşekkür eder kesinlik dönme düşün,1,2,Room Issues
trendy lara özellik yapıl beklenti karşıla yiyecek içecek çeşitliliğitazeliği lezzet iyi temizlik iyi yer tertemiz animasyon dışarı profesyonel destek alın eğlenceli zaman geçirilebil ulaşım katamaran gerçekleş yürümek iyi eğlenceli beklemeden gidip gelin tertemiz gönül rahatlık gerilebil su park çocuk he yetişkin eğlenceli,1,-1,Uncategorized
kötü yaz iyi niyet koruduk süreç ev hissettir aç kal şans temizlik iyi şifa maden su dış numara yıldız üçüncü gidiş nasip seneye git inşallah,1,1,Staff & Service
hotele geldıgımızden berı Ilgı gercekten guzel bırdaha helmek ıstıyoruz sahaneanımasyon aksam program gercekten ıyı memnun kal hotelı herkeze tavsıye edebılirz cocuklu aıleler ıcın mukemmel anımasyondan kemal kardesım bızımle ılgılendı tesekur ederım,1,21,Mediocre Feedback
devam eder izlenim paylaşayımotel gerçekten güzelodalar güzelodalar ferah güzelbizim evlilik yıldönümümüz olma sebebiyle üst sınıf isteme karşılık kırmayıp güzel ayarlayan ayrı teşekkür ediyorumotelde karmaşa herşey düzenli istedik ulaşabilecek şekil mutfak bölüm gelince cidden güzel türlü mevcutkırmızı ızgara çeşit doy yeritatlılar baklava bayıldımservis konu diyecek gül yüzlü görmedimdaha ağız çıkmadan istek masa gülümsüyorlarbaşka bırakıp içecek almak sıra bekleme yokiçki kullan içki kaliteli markalıkol fanta şişe açılıp ediliyorbar bölüm bulunan özellik ulaş bölüm bulunan duygu sonsuz şükran sunuyorumgüler yüzler samimiyet yabancılık yaşatmadılaryılda deneyim söyle hizmet görmedimhamam sauna tertemiz yoğunluk sauna tek baş kal uzun laf öz kesinlik şiddet tavsiye eder,1,13,Golf & Luxury
herşey bayağı iyi süper dalga dalga kıran süper pandemi süreç hijyenik herşey gayet temiz temiz super etkinlik,1,14,Holiday Summary
tarih arası balayı çift konakladıkyıllarca sektör okul okumuş turizmci izlenim paylaşmak istiyorumotelin kapı girdik an Fehime şekil karşılan an iyi tercih yaptık anla ilk izlenim zaman önemli güzel karşılan Fehime ets tur nazlı giriş ilgi alaka teşekkür ederizbalayı konakla söylenebil tek kötü yön jakuzitemizlikbuklet malzeme güzel balkon manzaralı yatak manzara uyan minibar gayet yeterli eksik tamamlanıyorcovid insan kafa fazla soru işaret sıkıntılı süreç alınabil önlem al durumdagirişte ateşin Termal kamera ölçülü köşe baş dezenfektan varbütün maske siperlik çalışıyorrestoran giriş ateşin ölçülü mutfak açık büfe şekil hizmet ver devam doldurul iste tabak dolduruyorlarbence yeter çeşit varkırmızı yeter mevcut pirzolakuzu tandırdöner fazla çeşit çeşit ürün sergile şans yiyebilecek sınır belli maalesef insan oğul doyumsuz memnun etmek zorrestoran şef cihat taş Osman ilgi teşekkür ederimher konu içten ilgilen mahçup ilgi karşısındaböyle olduk süreç zaman artı yazarkaldığımız boyun ufak kötü üslup somurt karşılaşmadıkpersonel sayı yetersiz yavaş yorum yorum katıl güneş altın Antalya sıcak maske siperlik sağ sol koştur çalış vicdan yap personelbarlara gelince yıllarca belek barmenlik yapan söyle lobbyde bulunan cetrus bar bölge iyi barı olabilir devasa barbar barbar konsept geniş sınır kalite jackchivasolmegaabsolut aklı gelebil import içki bar içebiliyorsunuzgirişte pastane fazla çeşit orda abla nazik ilgilibeklediğimizin üstün balayı yaşattık rubi teşekkür ediyoruzgözü kapalı tavsiye edebil otelgitmeden fazla yorum inceledik okuyan faydalı olabil şekil deneyim anlat çalıştımimkanlar el verdik süreç sene sev sev tercih edebilecek,1,-1,Uncategorized
öncelik iyi yorum yazmak istedik olumlu özellik başlayacağımçünkü özellik üst yönetim gayet iyiniyetli gelişme el geleni yaptık biliyorumotelin özellik santorini tarz mimari nefes kesiciayrıca manzaralı müthiş manzara varodaları gayet geniş ferahotelin içeri otur takım kalitelioteldeki iyiniyetli iç eğitimsizkovid nedeniyle bulun olabilirbunu bilmiyorumayrıca garson bayan vardıözellikle snack barda kaba saba erkek çalış ilk gittiğimizdesonra gör bilmiyorumşöyle ağustos tarihî giriş yap gayet güzel karşılama art snack bara git saat civar saatlik yol art insan dinlenmek iste maalesef snack barın alan dar olduk sıra beklemek zorun kal gelen düzen vs olmadık âdeta masa kapan kapan durum dön gelen birkaçı oturdubu durum garson söyledik yoğun olduk takip edemedik söylediyardımcı olacak yardımcı olmadıorada bebek bekledik kalk tatlı ayakta yer diyerek yer verdiyani koskoca tip durum yakıştır giriş denk geldik fiyasko başladıksonra akşamüstü git sığ yer dolmuş kenar ilerle orası derinleşiyordusonraki orta kısım sığ olduk keşfet maalesef eleştirim olacakçok fazla taş kaya mevcutonları temizleyebilirdinizbarmenlerin tavır soğuk somurtkan buldumayrıca söyle restoran bun gördümgarsonların üst düzey amir restoran snackte iş iyi yap türlü baştansavma davranabiliyorlarbir istemek zorun kalabiliyorsunuzayrıca limonata karışık meyve su bulunmama büyük eksiklik tamek marka içecek kalitesizdibir çim bebek uyur dinlen çim biç makine çim biçen görevlilerinbu iş saat yokken yapma iyi olacaktırzira bebek uyku uyan rahatsız uyarma devam ettilerpastanede bayan son derece naziktilerson yıl Antalya bölge lüx git hizmet iyi gör manzarasıodası dizayn güzel oteldirestorandaki bar iş iyi yap ufak tefek eksik gideril iyi olabilireleştirilerim umar yapıcı al yön çalışma yaparsınızson platinum restoran cihat teşekkür etmek istiyorumtatilimiz boyun güzel şekil ilgilen bebek mama konu yardımcı verecek puan veriyorumböyle insan işletmen ihtiyaç,1,34,City Feedback
